shipment_id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,order_amount_local,currency_code,prior_purchases,product_importance,discount_offered,weight_in_gms,reached_on_time_y_n,customer_id,shipment_date
1454,F,Ship,6,3,223,EUR,6,medium,29,2980,TRUE,CUST_0065,15/10/2025
1455,A,Ship,3,5,230,GBP,2,low,27,3840,TRUE,CUST_0106,16/10/2025
1456,B,Ship,4,5,241,USD,4,medium,58,2874,TRUE,CUST_0147,17/10/2025
1457,C,Ship,3,5,156,CNY,3,medium,44,1424,TRUE,CUST_0188,18/10/2025
1458,F,Ship,4,4,232,EUR,4,low,27,3436,TRUE,CUST_0445,19/10/2025
1459,D,Ship,3,2,231,CNY,3,low,55,3952,TRUE,CUST_0488,20/10/2025
1460,F,Ship,3,4,183,NOK,2,medium,52,2078,TRUE,CUST_0021,21/10/2025
1461,A,Ship,4,1,240,CNY,3,low,50,2430,TRUE,CUST_0008,22/10/2025
1462,B,Ship,4,4,218,EUR,2,medium,27,2824,TRUE,CUST_0045,23/10/2025
1463,C,Ship,5,1,248,SGD,3,low,37,3830,TRUE,CUST_0032,24/10/2025
1464,F,Ship,4,3,170,EUR,2,medium,33,1980,TRUE,CUST_0075,25/10/2025
1465,D,Ship,3,2,226,GBP,3,low,11,3708,TRUE,CUST_0116,26/10/2025
1466,F,Ship,4,3,232,USD,3,low,11,2624,TRUE,CUST_0157,27/10/2025
1467,A,Ship,4,1,192,CNY,3,low,15,3460,TRUE,CUST_0198,28/10/2025
1468,B,Ship,3,5,250,EUR,4,low,11,3464,TRUE,CUST_0375,29/10/2025
1469,C,Ship,5,5,224,CNY,3,medium,48,2298,TRUE,CUST_0418,30/10/2025
1470,F,Ship,3,3,167,NOK,3,medium,42,1363,TRUE,CUST_0041,31/10/2025
1471,D,Ship,2,3,123,CNY,2,medium,11,1383,TRUE,CUST_0028,1/11/2025
1472,F,Ship,5,2,243,EUR,2,medium,4,3681,TRUE,CUST_0015,2/11/2025
1473,A,Ship,4,3,233,SGD,2,low,45,2732,TRUE,CUST_0002,3/11/2025
1474,B,Ship,3,3,201,EUR,2,high,36,3340,TRUE,CUST_0085,4/11/2025
1475,C,Ship,3,1,230,GBP,2,medium,18,2832,TRUE,CUST_0126,5/11/2025
1476,F,Ship,4,3,271,USD,3,low,59,2996,TRUE,CUST_0167,6/11/2025
1477,D,Ship,4,1,159,CNY,3,medium,13,1445,TRUE,CUST_0208,7/11/2025
1478,F,Ship,3,3,249,EUR,3,low,55,3375,TRUE,CUST_0305,8/11/2025
1479,A,Ship,3,4,137,CNY,3,medium,17,1212,TRUE,CUST_0348,9/11/2025
1480,B,Ship,3,5,225,NOK,3,medium,8,3813,TRUE,CUST_0011,10/11/2025
1481,C,Road,4,1,226,CNY,3,low,28,2211,TRUE,CUST_0048,11/11/2025
1482,F,Road,4,4,174,EUR,3,low,49,1141,TRUE,CUST_0035,12/11/2025
1483,D,Road,5,2,264,SGD,5,low,27,3118,TRUE,CUST_0022,13/11/2025
1484,F,Road,4,4,151,EUR,3,medium,6,1930,TRUE,CUST_0095,14/11/2025
1485,A,Road,3,1,180,GBP,2,low,65,1321,TRUE,CUST_0136,15/11/2025
1486,B,Road,3,4,149,USD,2,medium,37,1080,TRUE,CUST_0177,16/11/2025
1487,C,Road,3,1,209,CNY,3,low,20,3181,TRUE,CUST_0218,17/11/2025
1488,F,Road,6,1,219,EUR,6,low,10,2385,TRUE,CUST_0735,18/11/2025
1489,D,Road,4,3,164,CNY,3,low,28,1880,TRUE,CUST_0278,19/11/2025
1490,F,Road,3,1,268,NOK,3,medium,3,3040,TRUE,CUST_0031,20/11/2025
1491,A,Road,4,4,204,CNY,4,medium,35,2513,TRUE,CUST_0018,21/11/2025
1492,B,Road,5,5,226,EUR,3,medium,23,2626,TRUE,CUST_0005,22/11/2025
1493,C,Road,5,1,105,SGD,5,low,1,1101,TRUE,CUST_0042,23/11/2025
1494,F,Road,4,5,153,EUR,3,low,10,1183,TRUE,CUST_0105,24/11/2025
1495,D,Road,3,5,192,GBP,2,medium,5,2339,TRUE,CUST_0146,25/11/2025
1496,F,Road,4,3,199,USD,2,low,28,2607,TRUE,CUST_0187,26/11/2025
1497,A,Road,5,2,156,CNY,4,medium,39,1204,TRUE,CUST_0228,27/11/2025
1498,B,Road,3,2,180,EUR,2,low,53,1853,TRUE,CUST_0665,28/11/2025
1499,C,Road,4,5,162,CNY,2,medium,62,1650,TRUE,CUST_0708,29/11/2025
1500,F,Road,5,5,284,NOK,6,low,9,3912,TRUE,CUST_0001,30/11/2025
1501,D,Road,4,1,271,CNY,2,high,33,3269,TRUE,CUST_0038,1/12/2025
1502,F,Road,3,1,269,EUR,2,medium,38,2195,TRUE,CUST_0025,2/12/2025
1503,A,Flight,3,4,135,SGD,3,low,11,1740,TRUE,CUST_0012,3/12/2025
1504,B,Flight,5,2,200,EUR,2,low,2,2075,TRUE,CUST_0115,4/12/2025
1505,C,Flight,5,2,206,GBP,6,medium,23,2016,TRUE,CUST_0156,5/12/2025
1506,F,Flight,4,2,229,USD,4,low,32,3518,TRUE,CUST_0197,6/12/2025
1507,D,Flight,5,3,267,CNY,3,low,48,3393,TRUE,CUST_0238,7/12/2025
1508,F,Flight,4,1,135,EUR,2,medium,64,1471,TRUE,CUST_0595,8/12/2025
1509,A,Flight,4,5,259,CNY,2,medium,15,2381,TRUE,CUST_0638,9/12/2025
1510,B,Flight,3,3,223,NOK,2,medium,30,3622,TRUE,CUST_0021,10/12/2025
1511,C,Flight,3,4,245,CNY,4,low,20,2534,TRUE,CUST_0008,11/12/2025
1512,F,Flight,4,4,207,EUR,3,low,20,2637,TRUE,CUST_0045,12/12/2025
1513,D,Flight,5,3,171,SGD,3,medium,62,1304,TRUE,CUST_0032,13/12/2025
1514,F,Flight,3,5,130,EUR,5,low,27,1891,TRUE,CUST_0125,14/12/2025
1515,A,Flight,3,2,241,GBP,3,medium,60,3922,TRUE,CUST_0166,15/12/2025
1516,B,Flight,4,4,261,USD,3,low,33,3678,TRUE,CUST_0207,16/12/2025
1517,C,Flight,3,5,182,CNY,3,medium,34,3595,TRUE,CUST_0248,17/12/2025
1518,F,Flight,3,2,270,EUR,4,high,29,3768,TRUE,CUST_0525,18/12/2025
1519,D,Flight,3,5,157,CNY,4,medium,26,1969,TRUE,CUST_0568,19/12/2025
1520,F,Flight,3,3,172,NOK,4,low,33,1989,TRUE,CUST_0041,20/12/2025
1521,A,Flight,3,3,205,CNY,2,medium,2,2910,TRUE,CUST_0028,21/12/2025
1522,B,Flight,4,5,268,EUR,3,medium,7,3622,TRUE,CUST_0015,22/12/2025
1523,C,Flight,3,1,156,SGD,3,medium,1,1517,TRUE,CUST_0002,23/12/2025
1524,F,Flight,3,5,202,EUR,2,low,4,3372,TRUE,CUST_0135,24/12/2025
1525,D,Ship,3,1,249,GBP,3,low,43,3277,TRUE,CUST_0176,25/12/2025
1526,F,Ship,3,2,141,USD,3,medium,41,1801,TRUE,CUST_0217,26/12/2025
1527,A,Ship,3,1,230,CNY,2,medium,28,3646,TRUE,CUST_0058,27/12/2025
1528,B,Ship,5,5,229,EUR,2,medium,59,3844,TRUE,CUST_0455,28/12/2025
1529,C,Ship,4,5,146,CNY,4,low,25,1606,TRUE,CUST_0498,29/12/2025
1530,F,Ship,3,3,162,NOK,2,low,26,1659,TRUE,CUST_0011,1/10/2025
1531,D,Ship,5,2,241,CNY,3,low,39,3743,TRUE,CUST_0048,2/10/2025
1532,F,Ship,3,4,271,EUR,2,low,14,2163,TRUE,CUST_0035,3/10/2025
1533,A,Ship,3,5,166,SGD,3,high,31,1117,TRUE,CUST_0022,4/10/2025
1534,B,Ship,3,1,171,EUR,3,medium,28,1075,TRUE,CUST_0145,5/10/2025
1535,C,Ship,3,5,169,GBP,2,low,20,1021,TRUE,CUST_0186,6/10/2025
1536,F,Ship,3,1,137,USD,3,low,47,1611,TRUE,CUST_0227,7/10/2025
1537,D,Ship,3,4,211,CNY,3,low,56,3654,TRUE,CUST_0068,8/10/2025
1538,F,Ship,4,5,171,EUR,3,medium,2,1114,TRUE,CUST_0385,9/10/2025
1539,A,Ship,4,4,142,CNY,4,medium,2,1461,TRUE,CUST_0428,10/10/2025
1540,B,Ship,3,2,184,NOK,4,medium,10,2972,TRUE,CUST_0031,11/10/2025
1541,C,Ship,6,5,111,CNY,6,high,28,1216,TRUE,CUST_0018,12/10/2025
1542,F,Ship,2,5,278,EUR,4,low,34,3416,TRUE,CUST_0005,13/10/2025
1543,D,Ship,3,5,160,SGD,2,medium,41,1495,TRUE,CUST_0042,14/10/2025
1544,F,Ship,3,4,212,EUR,2,medium,56,3976,TRUE,CUST_0155,15/10/2025
1545,A,Ship,3,5,175,GBP,2,low,59,1051,TRUE,CUST_0196,16/10/2025
1546,B,Ship,4,3,251,USD,3,medium,46,2632,TRUE,CUST_0237,17/10/2025
1547,C,Ship,3,3,205,CNY,2,low,15,3231,TRUE,CUST_0078,18/10/2025
1548,F,Ship,5,5,163,EUR,3,low,54,1536,TRUE,CUST_0315,19/10/2025
1549,D,Ship,4,1,272,CNY,2,low,27,2030,TRUE,CUST_0358,20/10/2025
1550,F,Ship,4,1,134,NOK,3,medium,37,1818,TRUE,CUST_0001,21/10/2025
1551,A,Ship,5,5,259,CNY,2,medium,63,2583,TRUE,CUST_0038,22/10/2025
1552,B,Ship,3,3,246,EUR,3,medium,45,3945,TRUE,CUST_0025,23/10/2025
1553,C,Ship,4,1,211,SGD,2,medium,44,3099,TRUE,CUST_0012,24/10/2025
1554,F,Ship,4,2,190,EUR,2,medium,6,3595,TRUE,CUST_0165,25/10/2025
1555,D,Ship,4,5,233,GBP,5,medium,44,2648,TRUE,CUST_0206,26/10/2025
1556,F,Ship,5,4,199,USD,2,high,20,2553,TRUE,CUST_0247,27/10/2025
1557,A,Ship,5,2,191,CNY,3,high,52,2028,TRUE,CUST_0088,28/10/2025
1558,B,Ship,4,1,148,EUR,3,low,30,1731,TRUE,CUST_0745,29/10/2025
1559,C,Ship,2,5,177,CNY,6,medium,41,1772,TRUE,CUST_0288,30/10/2025
1560,F,Ship,3,1,171,NOK,2,low,1,1629,TRUE,CUST_0021,31/10/2025
1561,D,Ship,3,3,237,CNY,3,medium,57,3761,TRUE,CUST_0008,1/11/2025
1562,F,Ship,4,4,265,EUR,3,medium,47,3307,TRUE,CUST_0045,2/11/2025
1563,A,Ship,4,2,136,SGD,2,medium,19,1387,TRUE,CUST_0032,3/11/2025
1564,B,Ship,3,1,145,EUR,2,high,25,1851,TRUE,CUST_0175,4/11/2025
1565,C,Ship,4,1,238,GBP,2,low,3,2241,TRUE,CUST_0216,5/11/2025
1566,F,Ship,4,4,210,USD,3,medium,14,3666,TRUE,CUST_0057,6/11/2025
1567,D,Ship,5,1,159,CNY,4,low,38,1277,TRUE,CUST_0098,7/11/2025
1568,F,Ship,4,1,232,EUR,2,medium,26,3300,TRUE,CUST_0675,8/11/2025
1569,A,Ship,3,2,174,CNY,3,low,4,1337,TRUE,CUST_0718,9/11/2025
1570,B,Ship,5,1,129,NOK,5,medium,35,1458,TRUE,CUST_0041,10/11/2025
1571,C,Ship,3,3,201,CNY,4,medium,7,2299,TRUE,CUST_0028,11/11/2025
1572,F,Ship,5,2,151,EUR,4,low,12,1145,TRUE,CUST_0015,12/11/2025
1573,D,Ship,2,1,252,SGD,3,low,12,2800,TRUE,CUST_0002,13/11/2025
1574,F,Ship,5,3,156,EUR,3,medium,58,1218,TRUE,CUST_0185,14/11/2025
1575,A,Ship,6,3,215,GBP,5,low,13,3899,TRUE,CUST_0226,15/11/2025
1576,B,Ship,4,4,153,USD,3,low,13,1402,TRUE,CUST_0067,16/11/2025
1577,C,Ship,5,1,261,CNY,3,low,25,3494,TRUE,CUST_0108,17/11/2025
1578,F,Ship,5,4,263,EUR,3,medium,61,2606,TRUE,CUST_0605,18/11/2025
1579,D,Ship,5,4,153,CNY,6,medium,35,1082,TRUE,CUST_0648,19/11/2025
1580,F,Ship,3,5,137,NOK,3,high,28,1815,TRUE,CUST_0011,20/11/2025
1581,A,Ship,3,5,270,CNY,5,low,31,3737,TRUE,CUST_0048,21/11/2025
1582,B,Ship,5,1,167,EUR,2,low,62,1884,TRUE,CUST_0035,22/11/2025
1583,C,Ship,3,3,143,SGD,3,low,64,1630,TRUE,CUST_0022,23/11/2025
1584,F,Ship,5,5,214,EUR,3,low,31,2033,TRUE,CUST_0195,24/11/2025
1585,D,Ship,2,2,182,GBP,2,medium,14,3751,TRUE,CUST_0236,25/11/2025
1586,F,Ship,3,5,234,USD,2,high,4,2701,TRUE,CUST_0077,26/11/2025
1587,A,Ship,4,5,181,CNY,2,medium,59,2239,TRUE,CUST_0118,27/11/2025
1588,B,Ship,2,4,162,EUR,3,low,34,1558,TRUE,CUST_0535,28/11/2025
1589,C,Ship,5,4,185,CNY,4,medium,31,3565,TRUE,CUST_0578,29/11/2025
1590,F,Ship,4,2,199,NOK,2,medium,4,3351,TRUE,CUST_0031,30/11/2025
1591,D,Ship,4,1,272,CNY,3,medium,49,2803,TRUE,CUST_0018,1/12/2025
1592,F,Ship,5,3,252,EUR,2,low,11,3036,TRUE,CUST_0005,2/12/2025
1593,A,Ship,4,5,156,SGD,3,low,2,1127,TRUE,CUST_0042,3/12/2025
1594,B,Ship,4,2,173,EUR,3,medium,63,1220,TRUE,CUST_0205,4/12/2025
1595,C,Ship,3,2,148,GBP,4,medium,38,1322,TRUE,CUST_0246,5/12/2025
1596,F,Ship,4,3,158,USD,3,medium,27,1207,TRUE,CUST_0087,6/12/2025
1597,D,Ship,5,2,261,CNY,3,low,62,3352,TRUE,CUST_0128,7/12/2025
1598,F,Ship,2,4,105,EUR,2,medium,54,1707,TRUE,CUST_0465,8/12/2025
1599,A,Ship,3,5,193,CNY,3,high,57,3364,TRUE,CUST_0508,9/12/2025
1600,B,Ship,3,3,198,NOK,3,low,49,2446,TRUE,CUST_0001,10/12/2025
1601,C,Ship,4,5,213,CNY,3,medium,42,3121,TRUE,CUST_0038,11/12/2025
1602,F,Ship,4,1,244,EUR,3,low,59,3073,TRUE,CUST_0025,12/12/2025
1603,D,Ship,6,4,241,SGD,6,high,61,2806,TRUE,CUST_0012,13/12/2025
1604,F,Ship,4,5,278,EUR,6,low,4,3909,TRUE,CUST_0215,14/12/2025
1605,A,Ship,2,2,145,GBP,2,low,1,1126,TRUE,CUST_0056,15/12/2025
1606,B,Ship,5,2,140,USD,4,high,58,1175,TRUE,CUST_0097,16/12/2025
1607,C,Ship,4,4,209,CNY,3,medium,37,3026,TRUE,CUST_0138,17/12/2025
1608,F,Ship,3,3,233,EUR,3,medium,35,2204,TRUE,CUST_0395,18/12/2025
1609,D,Ship,3,1,227,CNY,3,medium,52,3336,TRUE,CUST_0438,19/12/2025
1610,F,Ship,5,1,258,NOK,2,medium,22,3713,TRUE,CUST_0021,20/12/2025
1611,A,Ship,5,4,259,CNY,3,low,38,3720,TRUE,CUST_0008,21/12/2025
1612,B,Ship,3,5,153,EUR,2,low,44,1585,TRUE,CUST_0045,22/12/2025
1613,C,Ship,3,5,181,SGD,3,medium,22,3575,TRUE,CUST_0032,23/12/2025
1614,F,Ship,4,4,143,EUR,8,medium,39,1345,TRUE,CUST_0225,24/12/2025
1615,D,Ship,5,2,111,GBP,5,medium,3,1711,TRUE,CUST_0066,25/12/2025
1616,F,Ship,4,5,198,USD,2,medium,51,2820,TRUE,CUST_0107,26/12/2025
1617,A,Ship,3,4,121,CNY,3,low,63,1611,TRUE,CUST_0148,27/12/2025
1618,B,Road,3,2,204,EUR,3,medium,48,2792,TRUE,CUST_0325,28/12/2025
1619,C,Road,4,4,203,CNY,5,low,36,3912,TRUE,CUST_0368,29/12/2025
1620,F,Road,4,1,167,NOK,3,low,10,1616,TRUE,CUST_0041,1/10/2025
1621,D,Road,4,1,270,CNY,3,medium,64,2406,TRUE,CUST_0028,2/10/2025
1622,F,Road,5,2,260,EUR,2,high,58,2018,TRUE,CUST_0015,3/10/2025
1623,A,Road,3,1,180,SGD,3,high,21,1047,TRUE,CUST_0002,4/10/2025
1624,B,Road,3,4,157,EUR,2,medium,12,1694,TRUE,CUST_0235,5/10/2025
1625,C,Road,3,3,156,GBP,6,low,45,1602,TRUE,CUST_0076,6/10/2025
1626,F,Road,4,4,236,USD,7,medium,62,2280,TRUE,CUST_0117,7/10/2025
1627,D,Road,5,2,240,CNY,7,medium,57,2708,TRUE,CUST_0158,8/10/2025
1628,F,Road,4,2,104,EUR,7,medium,46,1438,TRUE,CUST_0255,9/10/2025
1629,A,Road,4,2,140,CNY,3,medium,49,1820,TRUE,CUST_0298,10/10/2025
1630,B,Road,3,2,150,NOK,3,medium,29,1354,TRUE,CUST_0011,11/10/2025
1631,C,Road,6,2,286,CNY,7,medium,65,3362,TRUE,CUST_0048,12/10/2025
1632,F,Road,5,5,224,EUR,8,low,49,3282,TRUE,CUST_0035,13/10/2025
1633,D,Road,3,4,204,SGD,3,low,49,3225,TRUE,CUST_0022,14/10/2025
1634,F,Road,5,2,266,EUR,7,low,12,2056,TRUE,CUST_0245,15/10/2025
1635,A,Road,6,3,241,GBP,6,high,8,3878,TRUE,CUST_0086,16/10/2025
1636,B,Road,4,2,278,USD,6,low,36,2330,TRUE,CUST_0127,17/10/2025
1637,C,Road,2,1,145,CNY,2,low,49,1177,TRUE,CUST_0168,18/10/2025
1638,F,Road,5,4,140,EUR,4,high,5,1130,TRUE,CUST_0685,19/10/2025
1639,D,Road,4,4,209,CNY,3,medium,52,2740,TRUE,CUST_0728,20/10/2025
1640,F,Flight,3,1,233,NOK,3,medium,1,2744,TRUE,CUST_0031,21/10/2025
1641,A,Flight,3,2,227,CNY,3,medium,21,2351,TRUE,CUST_0018,22/10/2025
1642,B,Flight,5,4,258,EUR,2,medium,24,2878,TRUE,CUST_0005,23/10/2025
1643,C,Flight,5,3,259,SGD,3,low,45,3335,TRUE,CUST_0042,24/10/2025
1644,F,Flight,3,3,153,EUR,2,low,39,1328,TRUE,CUST_0055,25/10/2025
1645,D,Flight,3,2,181,GBP,3,medium,45,3786,TRUE,CUST_0096,26/10/2025
1646,F,Flight,4,4,143,USD,8,medium,12,1326,TRUE,CUST_0137,27/10/2025
1647,A,Flight,5,4,111,CNY,5,medium,42,1587,TRUE,CUST_0178,28/10/2025
1648,B,Flight,4,4,198,EUR,2,medium,64,3787,TRUE,CUST_0615,29/10/2025
1649,C,Flight,3,5,121,CNY,3,low,10,1701,TRUE,CUST_0658,30/10/2025
1650,F,Flight,3,4,204,NOK,3,medium,27,2772,TRUE,CUST_0001,31/10/2025
1651,D,Flight,4,2,203,CNY,5,low,20,3098,TRUE,CUST_0038,1/11/2025
1652,F,Flight,4,1,167,EUR,3,low,57,1782,TRUE,CUST_0025,2/11/2025
1653,A,Flight,4,5,270,SGD,3,medium,20,3185,TRUE,CUST_0012,3/11/2025
1654,B,Flight,5,3,260,EUR,2,high,63,2715,TRUE,CUST_0065,4/11/2025
1655,C,Flight,3,3,180,GBP,3,high,56,1684,TRUE,CUST_0106,5/11/2025
1656,F,Flight,3,3,157,USD,2,medium,62,1366,TRUE,CUST_0147,6/11/2025
1657,D,Flight,3,5,156,CNY,6,low,65,1308,TRUE,CUST_0188,7/11/2025
1658,F,Flight,4,5,236,EUR,7,medium,44,3808,TRUE,CUST_0545,8/11/2025
1659,A,Flight,5,2,240,CNY,7,medium,47,2174,TRUE,CUST_0588,9/11/2025
1660,B,Flight,4,1,104,NOK,7,medium,52,1083,TRUE,CUST_0021,10/11/2025
1661,C,Flight,4,4,140,CNY,3,medium,4,1467,TRUE,CUST_0008,11/11/2025
1662,F,Ship,3,2,150,EUR,3,medium,4,1910,TRUE,CUST_0045,12/11/2025
1663,D,Ship,6,1,286,SGD,7,medium,7,2338,TRUE,CUST_0032,13/11/2025
1664,F,Ship,5,5,224,EUR,8,low,48,2627,TRUE,CUST_0075,14/11/2025
1665,A,Ship,3,5,204,GBP,3,low,45,2513,TRUE,CUST_0116,15/11/2025
1666,B,Ship,5,2,266,USD,7,low,40,2304,TRUE,CUST_0157,16/11/2025
1667,C,Ship,4,5,268,CNY,3,low,59,2083,TRUE,CUST_0198,17/11/2025
1668,F,Ship,4,5,267,EUR,4,low,20,3132,TRUE,CUST_0475,18/11/2025
1669,D,Ship,3,5,223,CNY,4,low,46,3938,TRUE,CUST_0518,19/11/2025
1670,F,Ship,5,5,164,NOK,5,low,52,1644,TRUE,CUST_0041,20/11/2025
1671,A,Ship,4,2,209,CNY,4,low,10,3370,TRUE,CUST_0028,21/11/2025
1672,B,Ship,3,2,192,EUR,3,low,19,3183,TRUE,CUST_0015,22/11/2025
1673,C,Ship,3,2,260,SGD,3,medium,52,2874,TRUE,CUST_0002,23/11/2025
1674,F,Ship,2,1,137,EUR,5,medium,3,1037,TRUE,CUST_0085,24/11/2025
1675,D,Ship,3,3,267,GBP,2,low,18,2435,TRUE,CUST_0126,25/11/2025
1676,F,Ship,3,3,111,USD,3,medium,54,1712,TRUE,CUST_0167,26/11/2025
1677,A,Ship,3,4,240,CNY,2,medium,2,3729,TRUE,CUST_0208,27/11/2025
1678,B,Ship,5,1,234,EUR,3,medium,40,3340,TRUE,CUST_0405,28/11/2025
1679,C,Ship,4,2,190,CNY,2,medium,37,2563,TRUE,CUST_0448,29/11/2025
1680,F,Ship,5,2,265,NOK,2,high,24,2415,TRUE,CUST_0011,30/11/2025
1681,D,Ship,3,4,189,CNY,3,medium,37,3492,TRUE,CUST_0048,1/12/2025
1682,F,Ship,2,1,121,EUR,3,medium,25,1124,TRUE,CUST_0035,2/12/2025
1683,A,Ship,4,3,101,SGD,6,low,37,1344,TRUE,CUST_0022,3/12/2025
1684,B,Ship,3,3,250,EUR,3,medium,9,2752,TRUE,CUST_0095,4/12/2025
1685,C,Ship,4,2,247,GBP,3,medium,64,2198,TRUE,CUST_0136,5/12/2025
1686,F,Ship,4,4,162,USD,3,medium,41,1104,TRUE,CUST_0177,6/12/2025
1687,D,Ship,2,2,219,CNY,3,low,56,3608,TRUE,CUST_0218,7/12/2025
1688,F,Ship,5,1,258,EUR,2,medium,48,3717,TRUE,CUST_0335,8/12/2025
1689,A,Ship,5,4,221,CNY,2,low,59,3444,TRUE,CUST_0378,9/12/2025
1690,B,Ship,2,4,137,NOK,3,high,41,1176,TRUE,CUST_0031,10/12/2025
1691,C,Ship,3,4,174,CNY,2,medium,51,1430,TRUE,CUST_0018,11/12/2025
1692,F,Ship,4,2,189,EUR,3,medium,6,3671,TRUE,CUST_0005,12/12/2025
1693,D,Ship,4,4,212,SGD,4,medium,2,3830,TRUE,CUST_0042,13/12/2025
1694,F,Ship,6,1,183,EUR,2,low,57,3966,TRUE,CUST_0105,14/12/2025
1695,A,Ship,3,1,180,GBP,2,low,26,1715,TRUE,CUST_0146,15/12/2025
1696,B,Ship,5,5,150,USD,5,medium,61,1091,TRUE,CUST_0187,16/12/2025
1697,C,Ship,4,3,246,CNY,3,medium,52,2440,TRUE,CUST_0228,17/12/2025
1698,F,Ship,3,2,263,EUR,3,high,44,3802,TRUE,CUST_0265,18/12/2025
1699,D,Ship,4,4,204,CNY,2,low,29,2941,TRUE,CUST_0308,19/12/2025
1700,F,Ship,3,2,223,NOK,4,low,20,3955,TRUE,CUST_0001,20/12/2025
1701,A,Ship,3,3,193,CNY,2,low,60,2581,TRUE,CUST_0038,21/12/2025
1702,B,Ship,3,1,138,EUR,3,low,41,1914,TRUE,CUST_0025,22/12/2025
1703,C,Ship,5,2,188,SGD,3,medium,50,3992,TRUE,CUST_0012,23/12/2025
1704,F,Ship,4,3,201,EUR,3,low,46,3641,TRUE,CUST_0115,24/12/2025
1705,D,Ship,3,3,245,GBP,2,medium,16,2577,TRUE,CUST_0156,25/12/2025
1706,F,Ship,3,2,262,USD,3,low,54,3150,TRUE,CUST_0197,26/12/2025
1707,A,Ship,4,4,147,CNY,5,medium,33,1886,TRUE,CUST_0238,27/12/2025
1708,B,Ship,3,1,254,EUR,3,medium,35,2965,TRUE,CUST_0695,28/12/2025
1709,C,Ship,4,2,213,CNY,4,low,37,2184,TRUE,CUST_0738,29/12/2025
1710,F,Ship,3,3,152,NOK,2,low,32,1665,TRUE,CUST_0021,1/10/2025
1711,D,Ship,4,1,227,CNY,3,low,54,3972,TRUE,CUST_0008,2/10/2025
1712,F,Ship,2,5,206,EUR,3,low,46,2944,TRUE,CUST_0045,3/10/2025
1713,A,Ship,3,4,242,SGD,5,low,5,2307,TRUE,CUST_0032,4/10/2025
1714,B,Ship,4,2,200,EUR,3,medium,45,2486,TRUE,CUST_0125,5/10/2025
1715,C,Ship,4,1,142,GBP,2,low,26,1683,TRUE,CUST_0166,6/10/2025
1716,F,Ship,3,3,275,USD,3,low,61,2123,TRUE,CUST_0207,7/10/2025
1717,D,Ship,6,1,222,CNY,5,medium,26,3137,TRUE,CUST_0248,8/10/2025
1718,F,Ship,3,1,101,EUR,2,medium,56,1184,TRUE,CUST_0625,9/10/2025
1719,A,Ship,4,5,178,CNY,3,high,22,1907,TRUE,CUST_0668,10/10/2025
1720,B,Ship,3,2,243,NOK,3,medium,31,3943,TRUE,CUST_0041,11/10/2025
1721,C,Ship,2,1,177,CNY,4,low,63,1058,TRUE,CUST_0028,12/10/2025
1722,F,Ship,3,2,270,EUR,3,medium,31,2377,TRUE,CUST_0015,13/10/2025
1723,D,Ship,5,3,186,SGD,4,medium,11,3676,TRUE,CUST_0002,14/10/2025
1724,F,Ship,5,3,133,EUR,4,medium,29,1094,TRUE,CUST_0135,15/10/2025
1725,A,Ship,3,2,263,GBP,4,medium,8,2599,TRUE,CUST_0176,16/10/2025
1726,B,Ship,5,3,248,USD,3,medium,4,2207,TRUE,CUST_0217,17/10/2025
1727,C,Ship,5,2,150,CNY,3,medium,63,1807,TRUE,CUST_0058,18/10/2025
1728,F,Ship,3,4,203,EUR,4,medium,46,3640,TRUE,CUST_0555,19/10/2025
1729,D,Ship,2,3,249,CNY,2,low,1,2905,TRUE,CUST_0598,20/10/2025
1730,F,Ship,3,3,238,NOK,3,medium,54,2860,TRUE,CUST_0011,21/10/2025
1731,A,Ship,5,3,181,CNY,4,medium,32,3893,TRUE,CUST_0048,22/10/2025
1732,B,Ship,3,3,138,EUR,4,low,56,1440,TRUE,CUST_0035,23/10/2025
1733,C,Ship,4,3,139,SGD,3,medium,47,1323,TRUE,CUST_0022,24/10/2025
1734,F,Ship,2,3,192,EUR,2,low,31,2621,TRUE,CUST_0145,25/10/2025
1735,D,Ship,5,4,241,GBP,3,medium,40,3484,TRUE,CUST_0186,26/10/2025
1736,F,Ship,3,2,188,USD,3,low,33,3335,TRUE,CUST_0227,27/10/2025
1737,A,Ship,6,1,278,CNY,2,medium,12,2112,TRUE,CUST_0068,28/10/2025
1738,B,Ship,4,1,144,EUR,2,high,35,1072,TRUE,CUST_0485,29/10/2025
1739,C,Ship,4,5,208,CNY,2,medium,33,2170,TRUE,CUST_0528,30/10/2025
1740,F,Ship,3,2,208,NOK,2,low,41,2036,TRUE,CUST_0031,31/10/2025
1741,D,Ship,4,3,210,CNY,3,medium,11,2655,TRUE,CUST_0018,1/11/2025
1742,F,Ship,3,3,237,EUR,3,medium,47,3625,TRUE,CUST_0005,2/11/2025
1743,A,Ship,4,4,192,SGD,3,low,25,2443,TRUE,CUST_0042,3/11/2025
1744,B,Ship,6,2,143,EUR,5,low,17,1955,TRUE,CUST_0155,4/11/2025
1745,C,Ship,3,1,234,GBP,3,high,60,2596,TRUE,CUST_0196,5/11/2025
1746,F,Ship,4,5,147,USD,2,low,17,1057,TRUE,CUST_0237,6/11/2025
1747,D,Ship,5,1,226,CNY,2,low,18,2582,TRUE,CUST_0078,7/11/2025
